EUR/USD,20090601 00:06:02.536,1.41007,1.41013
EUR/USD,20090601 00:06:02.627,1.41007,1.41017
EUR/USD,20090601 00:06:02.988,1.41007,1.41019
EUR/USD,20090601 00:06:03.087,1.41007,1.41018
EUR/USD,20090601 00:06:03.321,1.41007,1.41017
EUR/USD,20090601 00:06:03.571,1.41007,1.41018
EUR/USD,20090601 00:06:04.807,1.41007,1.41019
EUR/USD,20090601 00:06:05.514,1.4101,1.41019
EUR/USD,20090601 00:06:05.567,1.4101,1.41019
EUR/USD,20090601 00:06:06.018,1.41017,1.41019
EUR/USD,20090601 00:06:06.039,1.41017,1.41023
EUR/USD,20090601 00:06:06.518,1.41012,1.41027
EUR/USD,20090601 00:06:06.519,1.4101,1.41027
EUR/USD,20090601 00:06:06.520,1.4101,1.41026
EUR/USD,20090601 00:06:06.549,1.4101,1.41019
EUR/USD,20090601 00:06:06.765,1.41013,1.41019
EUR/USD,20090601 00:06:09.021,1.41015,1.41019
EUR/USD,20090601 00:06:09.045,1.41015,1.41026
EUR/USD,20090601 00:06:10.961,1.41015,1.4102
EUR/USD,20090601 00:06:11.013,1.41015,1.41019
EUR/USD,20090601 00:06:11.024,1.41013,1.41019
EUR/USD,20090601 00:06:11.025,1.4101,1.41019
EUR/USD,20090601 00:06:11.090,1.4101,1.41019
EUR/USD,20090601 00:06:17.515,1.41015,1.41019
EUR/USD,20090601 00:06:17.524,1.41015,1.41022
EUR/USD,20090601 00:06:17.609,1.41015,1.41026
EUR/USD,20090601 00:06:18.017,1.4101,1.41029
EUR/USD,20090601 00:06:18.029,1.41008,1.41029
EUR/USD,20090601 00:06:18.091,1.41003,1.41014
EUR/USD,20090601 00:06:18.324,1.41003,1.4102
EUR/USD,20090601 00:06:18.678,1.41017,1.4102
EUR/USD,20090601 00:06:21.260,1.41012,1.4102
EUR/USD,20090601 00:06:21.262,1.4101,1.4102
EUR/USD,20090601 00:06:21.264,1.4101,1.41019
EUR/USD,20090601 00:06:21.274,1.4101,1.4102
EUR/USD,20090601 00:06:27.014,1.41017,1.4102
EUR/USD,20090601 00:06:27.032,1.41017,1.41024
EUR/USD,20090601 00:06:27.764,1.41027,1.41029
EUR/USD,20090601 00:06:27.766,1.41025,1.41029
EUR/USD,20090601 00:06:27.778,1.41025,1.41029
EUR/USD,20090601 00:06:27.855,1.41025,1.4103
EUR/USD,20090601 00:06:29.257,1.41037,1.41039
EUR/USD,20090601 00:06:29.258,1.41037,1.41046
EUR/USD,20090601 00:06:29.259,1.41035,1.41046
EUR/USD,20090601 00:06:29.322,1.41035,1.41047
EUR/USD,20090601 00:06:29.451,1.41035,1.41045
EUR/USD,20090601 00:06:29.517,1.41033,1.41045
